#
#
# US Geological Survey
# retrieved: 2015-04-14 22:27:39 EDT
# URL: http://nwis.waterdata.usgs.gov/ca/nwis/current
#
# The Site File stores location and general information about groundwater,
# surface water, and meteorological sites
# for sites in California.
#
# The following selected fields are included in this output:
#
#  agency_cd       -- Agency
#  site_no         -- Site identification number
#  station_nm      -- Site name
#  site_tp_cd      -- Site type
#  dec_lat_va      -- Decimal latitude
#  dec_long_va     -- Decimal longitude
#  coord_acy_cd    -- Latitude-longitude accuracy
#  dec_coord_datum_cd -- Decimal Latitude-longitude datum
#  state_cd        -- State code
#  county_cd       -- County code
#  alt_va          -- Altitude of Gage/land surface
#  alt_acy_va      -- Altitude accuracy
#  alt_datum_cd    -- Altitude datum
#  peak_begin_date -- Peak-streamflow data begin date
#  peak_end_date   -- Peak-streamflow data end date
#  peak_count_nu   -- Peak-streamflow data count
#  qw_begin_date   -- Water-quality data begin date
#  qw_end_date     -- Water-quality data end date
#  qw_count_nu     -- Water-quality data count
#  gw_begin_date   -- Field water-level measurements begin date
#  gw_end_date     -- Field water-level measurements end date
#  gw_count_nu     -- Field water-level measurements count
#
#
# query started 2015-04-14 22:27:39 EDT
#
# there are 783 sites matching the search criteria.
#
#
agency_cd	site_no	station_nm	site_tp_cd	dec_lat_va	dec_long_va	coord_acy_cd	dec_coord_datum_cd	state_cd	county_cd	alt_va	alt_acy_va	alt_datum_cd	peak_begin_date	peak_end_date	peak_count_nu	qw_begin_date	qw_end_date	qw_count_nu	gw_begin_date	gw_end_date	gw_count_nu
USGS	11045700	ONEILL LK SPILL CH NR FALLBROOK CA	ST	33.32892087	-117.32725990	S	NAD83	06	073	 110			1999	2014	16	--	--	0	--	--	0
USGS	11046000	SANTA MARGARITA R A YSIDORA CA	ST	33.31114360	-117.34726040	S	NAD83	06	073				1923-03-05	2014-03-01	89	1967-11-27	1982-03-18	38	--	--	0
USGS	11046100	LAS FLORES C NR OCEANSIDE CA	ST	33.29225499	-117.45670770	S	NAD83	06	073	 35.00			1952-01-16	2014-03-01	48	1982-01-08	1982-04-01	7	--	--	0
USGS	11046300	SAN MATEO C NR SAN CLEMENTE CA	ST	33.47085987	-117.47309860	S	NAD83	06	073	 405.00			1953-01-07	2014-03-01	37	--	--	0	--	--	0
USGS	11046360	CRISTIANITOS C AB SAN MATEO C NR SAN CLEMENTE CA	ST	33.42641717	-117.57032420	S	NAD83	06	073	 90			1952-01-16	2014-02-28	22	--	--	0	--	--	0
USGS	11046530	SAN JUAN C AT LA NOVIA ST BR AT SAN JUAN CAPIS CA	ST	33.50252640	-117.64810580	F	NAD83	06	059				1986-04-06	2014-02-28	29	1988-01-18	1993-08-25	118	--	--	0
USGS	11047300	ARROYO TRABUCO A SAN JUAN CAPISTRANO CA	ST	33.49835999	-117.66588430	S	NAD83	06	059	 80			1973-02-11	2014-02-28	29	1970-11-29	1993-08-25	304	--	--	0
USGS	11048200	AGUA CHINON WASH NR IRVINE CA	ST	33.67890959	-117.71421870	S	NAD83	06	059	 440			2003-03-16	2014-02-28	11	2004-02-22	2014-12-12	99	--	--	0
USGS	11048520	CENTRAL IRVINE CHANNEL NR TUSTIN CA	ST	33.71611110	-117.78944440	U	NAD83	06	059	 80			2012-04-13	2013-05-07	2	--	--	0	--	--	0
USGS	11048600	BONITA C A IRVINE CA	ST	33.64502095	-117.86116730	S	NAD83	06	059	 30			2001-11-24	2012-12-13	11	2002-01-08	2012-04-14	103	--	--	0
USGS	11051499	SANTA ANA R NR MENTONE (RIVER ONLY) CA	ST	34.10834489	-117.10059110	F	NAD83	06	071	 1950			--	--	0	1998-06-12	1998-06-12	1	--	--	0
USGS	11051502	SAR SUPP GAGE NR MENTONE CA	ST	34.10834489	-117.10059110	F	NAD83	06	071				--	--	0	2005-02-11	2005-02-11	1	--	--	0
USGS	11055500	PLUNGE C NR EAST HIGHLANDS CA	ST	34.11834458	-117.14170400	F	NAD83	06	071	 1590.00			1919-03-15	2014-02-28	96	--	--	0	--	--	0
USGS	11055800	CITY C NR HIGHLAND CA	ST	34.14389920	-117.18865070	F	NAD83	06	071	 1580.00			1920-03-22	2014-02-28	95	--	--	0	--	--	0
USGS	11057500	SAN TIMOTEO C NR LOMA LINDA CA	ST	34.06140240	-117.26754190	F	NAD83	06	071	 1040			1954-11-11	2014-02-28	51	1979-05-02	1994-03-25	111	--	--	0
USGS	11058000	SAND CANYON C NR HIGHLAND CA	ST	34.15472220	-117.22666670	S	NAD83	06	071	 1520			2008-11-26	2013-01-27	5	--	--	0	--	--	0
USGS	11058500	E TWIN C NR ARROWHEAD SPRINGS CA	ST	34.17917556	-117.26559820	S	NAD83	06	071	 1590			1920-02-22	2013-11-21	94	2000-01-11	2001-07-10	7	--	--	0
USGS	11058600	WATERMAN CANYON CREEK NR ARROWHEAD SPRINGS CA	ST	34.18583330	-117.27222220	F	NAD83	06	071	 1840			1912-03-10	2013-11-21	75	--	--	0	--	--	0
USGS	11059300	SANTA ANA R A E ST NR SAN BERNARDINO CA	ST	34.06501310	-117.30032080	F	NAD83	06	071				1939-09-25	2013-11-21	62	1968-12-09	2014-08-04	842	--	--	0
USGS	11060400	WARM C NR SAN BERNARDINO CA	ST	34.07834596	-117.30032090	F	NAD83	06	071	 960			1964-03-22	2014-09-07	48	1998-10-20	2004-08-13	93	--	--	0
USGS	11062000	LYTLE C NR FONTANA CA	ST	34.21222980	-117.45810500	F	NAD83	06	071	 2380.00			1920-03-02	2012-12-13	78	1993-10-06	1993-10-06	1	--	--	0
USGS	11062399	FONTANA WATER CO SURFACE DIV WEIR 2 NR FONTANA CA	ST	34.20278567	-117.44949360	S	NAD83	06	071	 2240			--	--	0	--	--	0	--	--	0
USGS	11062400	FONTANA WATER CO SURFACE DIV NR FONTANA CA	ST	34.20306344	-117.44949360	F	NAD83	06	071				--	--	0	--	--	0	--	--	0
USGS	11062450	FONTANA PH FOREBAY SPILLWAY NR FONTANA CA	ST	34.20278567	-117.44921580	F	NAD83	06	071				--	--	0	--	--	0	--	--	0
USGS	11062700	FONTANA PH TAILRACE WEIR NR FONTANA CA	ST	34.15500947	-117.39615800	F	NAD83	06	071				2005-08-01	2014-03-08	10	--	--	0	--	--	0
USGS	11062800	FONTANA WATER CO SPILL CH FROM AFTERBAY NR FONTANA	ST	34.15556500	-117.39560250	F	NAD83	06	071				2005-06-03	2013-01-31	9	--	--	0	--	--	0
USGS	11062820	FONTANA WATER CO DIV NR FONTANA CA	ST	34.15473170	-117.39671370	F	NAD83	06	071				2005-09-13	2014-03-08	10	--	--	0	--	--	0
USGS	11063510	CAJON C BL LONE PINE C NR KEENBROOK CA	ST	34.26333920	-117.46699440	F	NAD83	06	071	 2600			1971-12-25	2014-02-28	37	2000-01-19	2001-07-11	8	--	--	0
USGS	11063680	DEVIL CYN C NR SAN BERNARDINO CA	ST	34.20834107	-117.33143400	F	NAD83	06	071	 2080.00			1920-02-22	2013-11-21	93	1996-02-07	2001-04-18	6	--	--	0
USGS	11065000	LYTLE C A COLTON CA	ST	34.07890146	-117.30559890	F	NAD83	06	071				1958-02-04	2014-02-28	56	--	--	0	--	--	0
USGS	11066460	SANTA ANA R A MWD CROSSING CA	ST	33.96862566	-117.44838060	F	NAD83	06	065	 685			1862-01-22	2013-11-21	46	1969-08-08	2015-03-30	1333	--	--	0
USGS	11069500	SAN JACINTO R NR SAN JACINTO	ST	33.73807629	-116.83390980	S	NAD83	06	065	 1920			1921-03-13	2014-09-07	82	1998-09-17	2009-12-08	4	--	--	0
USGS	11070150	SAN JACINTO R AB STATE STREET NR SAN JACINTO CA	ST	33.82140750	-116.97335800	S	NAD83	06	065	 1500			1997-01-26	2006	10	--	--	0	--	--	0
USGS	11070210	SAN JACINTO R A RAMONA EXPRESSWAY NR LAKEVIEW CA	ST	33.83974065	-117.13586600	S	NAD83	06	065	 1420			2001-01-26	2014	14	--	--	0	--	--	0
USGS	11070270	PERRIS VALLEY STORM DR A NUEVO RD NR PERRIS CA	ST	33.80113024	-117.20614690	F	NAD83	06	065				1969-02-25	2014-08-03	31	1970-03-05	1975-04-09	214	--	--	0
USGS	11070365	SAN JACINTO R NR SUN CITY CA	ST	33.74613114	-117.23170300	S	NAD83	06	065	 1400			2001-01-11	2014-08-04	14	--	--	0	--	--	0
USGS	11070465	SALT C A MURRIETA RD NR SUN CITY CA	ST	33.69418820	-117.20559030	S	NAD83	06	065	 1405			1984-08-17	2014-03-01	16	--	--	0	--	--	0
USGS	11070500	SAN JACINTO R NR ELSINORE CA	ST	33.66418858	-117.29392700	F	NAD83	06	065	 1270.00			1916-01-28	2014-02-28	99	1998-09-17	1998-09-17	3	--	--	0
USGS	11071900	TEMESCAL C A CORONA LK NR CORONA CA	ST	33.75027778	-117.44583330	R	NAD83	06	065	 1190			2013-02-23	2013-02-23	1	--	--	0	--	--	0
USGS	11072100	TEMESCAL C AB MAIN ST A CORONA CA	ST	33.88918210	-117.56282740	F	NAD83	06	065	 600			1981-01-29	2014-02-28	33	1983-06-23	1983-09-19	7	--	--	0
USGS	11073300	SAN ANTONIO C A RIVERSIDE DRIVE NR CHINO CA	ST	34.01862319	-117.73061180	S	NAD83	06	071	 735			2000-04-18	2014-02-28	15	--	--	0	--	--	0
USGS	11073360	CHINO C A SCHAEFER AVENUE NR CHINO CA	ST	34.00390144	-117.72700060	S	NAD83	06	071	 685			1969-01-25	2014-02-28	46	1974-03-28	1998-02-03	38	--	--	0
USGS	11073495	CUCAMONGA C NR MIRA LOMA CA	ST	33.98279120	-117.59949660	F	NAD83	06	071	 660			1969-01-25	2014-02-28	45	1969-01-20	2001-08-16	95	--	--	0
USGS	11074000	SANTA ANA R BL PRADO DAM CA	ST	33.88334875	-117.64532960	F	NAD83	06	065	 449			1938-03-02	2014-08-04	75	1966-10-11	2015-03-30	2615	--	--	0
USGS	11075720	CARBON C BL CARBON CYN DAM CA	ST	33.91334748	-117.84255840	F	NAD83	06	059				1962-02-13	2014-02-28	53	--	--	0	--	--	0
USGS	11075800	SANTIAGO C A MODJESKA CA	ST	33.70890848	-117.63560500	S	NAD83	06	059	 1340			1962-02-11	2014-02-28	53	--	--	0	--	--	0
USGS	11077500	SANTIAGO C A SANTA ANA CA	ST	33.77029460	-117.88450140	F	NAD83	06	059	 110.00			1929	2014-02-28	86	1974-01-04	1978-07-17	28	--	--	0
USGS	11078000	SANTA ANA R A SANTA ANA CA	ST	33.75112815	-117.90839060	F	NAD83	06	059	 61.01			1923-01-31	2014-02-28	90	1967-11-19	2003-05-06	254	--	--	0
USGS	11085000	SAN GABRIEL R BL SANTA FE DAM NR BALDWIN PK CA	ST	34.11223019	-117.96950920	F	NAD83	06	037	 400.00			1943-01-23	2014	70	--	--	0	--	--	0
USGS	11087020	SAN GABRIEL R AB WHITTIER NARROWS DAM CA	ST	34.03417767	-118.03812250	F	NAD83	06	037				1956-01-26	2014-02-28	53	1974-04-26	1978-09-25	13	--	--	0
USGS	11088500	BREA C BL BREA DAM NR FULLERTON CA	ST	33.88779206	-117.92644960	F	NAD83	06	059				1943-03-03	2014-02-28	71	--	--	0	--	--	0
USGS	11089200	COYOTE C NR BUENA PARK CA	ST	33.87111110	-118.02750000	U	NAD83	06	059	 50			2010-01-20	2013-03-08	3	--	--	0	--	--	0
USGS	11089500	FULLERTON C BL FULLERTON DAM NR BREA CA	ST	33.89584765	-117.88617060	F	NAD83	06	059				1943-03-16	2014-02-28	71	--	--	0	--	--	0
USGS	11090400	FULLERTON C NR BUENA PARK CA	ST	33.86402778	-118.02983330	U	NAD83	06	059	 50			2010-01-20	2014-02-28	4	--	--	0	--	--	0
USGS	11090600	CARBON C A LOS ALAMITOS CA	ST	33.81527778	-118.06444440	U	NAD83	06	059	 25			2010-01-20	2014-02-28	4	--	--	0	--	--	0
USGS	11092450	LOS ANGELES R A SEPULVEDA DAM CA	ST	34.16167247	-118.46674900	F	NAD83	06	037	 663.00			1930-03-15	2014-02-28	62	--	--	0	--	--	0
USGS	11097000	BIG TUJUNGA C BL HANSEN DAM CA	ST	34.25361395	-118.38897000	F	NAD83	06	037				1933-01-19	2014-02-28	79	--	--	0	--	--	0
USGS	11098000	ARROYO SECO NR PASADENA CA	ST	34.22222629	-118.17757270	F	NAD83	06	037	 1397.88			1914-02-20	2014-02-28	101	2009-09-10	2009-12-08	4	--	--	0
USGS	11101250	RIO HONDO AB WHITTIER NARROWS DAM CA	ST	34.05834368	-118.07173480	F	NAD83	06	037				1957-02-23	2014-02-28	58	--	--	0	--	--	0
USGS	11102300	RIO HONDO BL WHITTIER NARROWS DAM CA	ST	34.01667880	-118.08840180	F	NAD83	06	037				1967-01-24	2012-10-11	47	--	--	0	--	--	0
USGS	11106550	CALLEGUAS C NR CAMARILLO CA	ST	34.17944989	-119.03982420	F	NAD83	06	111	 58.42			1969-02-25	2012-12-24	31	1969-01-20	2014-12-02	349	--	--	0
USGS	11109000	SANTA CLARA R NR PIRU CA	ST	34.40360813	-118.73925800	S	NAD83	06	111	 710			1996-12-22	2013-03-08	17	1990-06-14	2015-03-18	465	--	--	0
USGS	11109550	PIRU C AB FRENCHMANS FLAT CA	ST	34.63082016	-118.74842440	U	NAD83	06	037	 2140			1977-01-18	1978-03-04	2	1965-10-02	1974-03-14	20	--	--	0
USGS	11109600	PIRU CREEK ABOVE LAKE PIRU CA	ST	34.52304728	-118.75703620	F	NAD83	06	111	 1058.55			1938-03-02	2012-11-17	59	1965-11-15	1976-02-09	16	--	--	0
USGS	11109700	LK PIRU NR PIRU CA	LK	34.46138337	-118.75148050	F	NAD83	06	111				--	--	0	--	--	0	--	--	0
USGS	11109800	PIRU CREEK BELOW SANTA FELICIA DAM CA	ST	34.46027230	-118.75203610	F	NAD83	06	111				1956-05-15	2012-10-01	53	1992-04-28	1997-03-21	41	--	--	0
USGS	11111500	SESPE CREEK NEAR WHEELER SPRINGS CA	ST	34.57776570	-119.25789020	F	NAD83	06	111	 3500.65			1949-03-10	2013-01-24	60	1955-12-25	1956-01-27	9	--	--	0
USGS	11113000	SESPE C NR FILLMORE	ST	34.44166180	-118.92732120	F	NAD83	06	111	 565.00			1933-01-19	2013-01-24	75	1957-12-17	1992-09-01	237	--	--	0
USGS	11113500	SANTA PAULA C NR SANTA PAULA	ST	34.41332950	-119.08232720	F	NAD83	06	111	 619.43			1933-01-19	2013-03-08	80	1966-10-07	1995-10-17	122	--	--	0
USGS	11114495	MATILIJA C NR RES NR MATILIJA HOT SPRINGS CA	ST	34.50276930	-119.35733930	S	NAD83	06	111	 1380			2003-03-15	2013-04-26	11	2001-12-19	2004-04-13	25	--	--	0
USGS	11118500	VENTURA R NR VENTURA	ST	34.35222038	-119.30844660	F	NAD83	06	111	 200.00			1933-01-19	2013-04-11	81	1908-11-05	2014-03-14	525	--	--	0
USGS	11119500	CARPINTERIA C NR CARPINTERIA CA	ST	34.40138360	-119.48651030	F	NAD83	06	083	 130.00			1941-03-03	2012-12-24	72	1979-04-09	1992-05-12	51	--	--	0
USGS	11119745	MISSION C A ROCKY NOOK PARK A SANTA BARBARA CA	ST	34.44055266	-119.71180270	S	NAD83	06	083	 400			1983-12-25	2012-12-02	19	1983-12-03	2005-08-04	11	--	--	0
USGS	11119750	MISSION C NR MISSION ST NR SANTA BARBARA CA	ST	34.42750000	-119.72527780	5	NAD83	06	083	 140			1970-11-29	2011-03-20	40	1978-06-09	2005-04-20	12	--	--	0
USGS	11119940	MARIA YGNACIO C A UNIVERSITY DRIVE NR GOLETA CA	ST	34.44499650	-119.80375000	F	NAD83	06	083				1970-11-29	2013-03-08	43	--	--	0	--	--	0
USGS	11120000	ATASCADERO C NR GOLETA CA	ST	34.42471890	-119.81180500	F	NAD83	06	083	 12.59			1942-04-14	2013-03-08	72	1977-12-18	1982-10-06	63	--	--	0
USGS	11120500	SAN JOSE C NR GOLETA CA	ST	34.45916286	-119.80902830	F	NAD83	06	083	 95.61			1941-04-04	2013-01-24	73	1977-08-09	1991-09-23	154	--	--	0
USGS	11121900	GIBRALTAR DAM DIV WEIR A GIBRALTAR DAM CA	ST	34.52416130	-119.68708000	F	NAD83	06	083				--	--	0	1997-10-08	1998-04-21	2	--	--	0
USGS	11122000	SANTA YNEZ R AB GIBRALTAR DAM NR SANTA BARBARA CA	LK	34.52610567	-119.68652450	F	NAD83	06	083				--	--	0	--	--	0	--	--	0
USGS	11122010	GIBRALTAR DAM RELEASE WEIR A GIBRALTAR DAM CA	ST	34.52416133	-119.68735790	F	NAD83	06	083				--	--	0	--	--	0	--	--	0
USGS	11123000	SANTA YNEZ R BL GIBRALTAR DAM NR SANTA BARBARA CA	ST	34.52443910	-119.68735790	F	NAD83	06	083				1950-10-06	2013	62	--	--	0	--	--	0
USGS	11123500	SANTA YNEZ R BL LOS LAURLS CYN NR SNTA YNEZ CA	ST	34.54360358	-119.86486270	F	NAD83	06	083				1948-03-24	2013	65	1973-04-12	2012-05-02	178	--	--	0
USGS	11124500	SANTA CRUZ C NR SANTA YNEZ CA	ST	34.59665630	-119.90875190	F	NAD83	06	083	 783.38			1941-12-28	2012-12-24	72	1901-01-01	2015-03-31	201	--	--	0
USGS	11125600	HILTON CYN C NR SANTA YNEZ CA	ST	34.58221109	-119.98264190	S	NAD83	06	083	 740			2003-03-15	2004-02-25	2	--	--	0	--	--	0
USGS	11126000	SANTA YNEZ R NR SANTA YNEZ CA	ST	34.58915520	-119.98875320	F	NAD83	06	083	 545.66			1935-01-15	2002-08-08	38	1991-10-23	2015-03-31	229	--	--	0
USGS	11128250	ALAMO PINTADO C NR SOLVANG CA	ST	34.61831975	-120.12070300	F	NAD83	06	083	 540.49			1969-01-25	2013	38	1997-04-09	1997-04-09	1	--	--	0
USGS	11128300	ALISAL RES NR SOLVANG CA	LK	34.54887705	-120.13014730	F	NAD83	06	083				--	--	0	--	--	0	--	--	0
USGS	11128500	SANTA YNEZ R A SOLVANG CA	ST	34.58498706	-120.14459260	F	NAD83	06	083	 350.00			1932-02-09	2013-07-26	68	1996-10-02	2015-03-04	180	--	--	0
USGS	11129800	ZACA C NR BUELLTON CA	ST	34.64859614	-120.18431720	F	NAD83	06	083	 471.54			1963-11-19	2013	40	1997-04-10	1997-04-10	1	--	--	0
USGS	11132500	SALSIPUEDES C NR LOMPOC CA	ST	34.58859570	-120.40849380	F	NAD83	06	083	 220.00			1941-03-03	2012-12-24	73	1958-03-15	2015-03-04	463	--	--	0
USGS	11133000	SANTA YNEZ R A NARROWS NR LOMPOC CA	ST	34.63609474	-120.42460600	F	NAD83	06	083				1907-01-09	2013-07-30	86	1978-05-01	2014-05-01	242	--	--	0
USGS	11134000	SANTA YNEZ R A H ST NR LOMPOC CA	ST	34.66831620	-120.45794110	S	NAD83	06	083	 56.74			1946-12-27	2013	30	--	--	0	--	--	0
USGS	11135800	SAN ANTONIO C A LOS ALAMOS CA	ST	34.74331534	-120.27098880	F	NAD83	06	083				1970-12-21	2013	33	1978-05-03	2011-04-04	19	--	--	0
USGS	11136600	SANTA BARBARA CYN C NR VENTUCOPA CA	ST	34.81664656	-119.56207080	U	NAD83	06	083	 2980			2010-01-18	2013	4	2011-08-17	2011-08-17	1	--	--	0
USGS	11136800	CUYAMA R BL BUCKHORN CYN NR SANTA MARIA CA	ST	35.02192130	-120.22848680	F	NAD83	06	079				1904-03-12	2013	56	1977-12-28	2014-12-15	353	--	--	0
USGS	11137900	HUASNA R NR ARROYO GRANDE CA	ST	35.07775398	-120.37182670	F	NAD83	06	079				1960-02-01	2012-12-24	37	1980-06-05	2011-01-20	76	--	--	0
USGS	11138500	SISQUOC R NR SISQUOC CA	ST	34.83970289	-120.16820630	F	NAD83	06	083	 624.30			1930-03-17	2013-03-08	67	1974-02-19	2015-03-05	421	--	--	0
USGS	11140000	SISQUOC R NR GAREY	ST	34.89386807	-120.30654630	F	NAD83	06	083	 354.80			1941-03-05	2013	70	1975-02-05	1975-02-05	1	--	--	0
USGS	11140585	SANTA MARIA R A SUEY CROSSING NR SANTA MARIA CA	ST	34.96831117	-120.40405100	S	NAD83	06	083	 250			2006-12-27	2013	7	1999-06-14	2000-04-07	6	--	--	0
USGS	11141050	ORCUTT C NR ORCUTT CA	ST	34.88359037	-120.49488830	F	NAD83	06	083				1983-03-01	2012-12-24	29	1982-11-10	2015-04-13	330	--	--	0
USGS	11141280	LOPEZ C NR ARROYO GRANDE CA	ST	35.23553035	-120.47238570	F	NAD83	06	079	 580			1967-07-30	2012-12-24	47	1967-11-18	1977-08-11	50	--	--	0
USGS	11143000	BIG SUR R NR BIG SUR CA	ST	36.24579648	-121.77328720	F	NAD83	06	053	 240			1950-03-24	2014-03-01	65	1977-08-10	1977-08-10	1	--	--	0
USGS	11143200	CARMEL R A ROBLES DEL RIO CA	ST	36.47440615	-121.72883640	S	NAD83	06	053	 268.57			1955-12-23	2014-03-01	58	--	--	0	--	--	0
USGS	11143250	CARMEL R NR CARMEL CA	ST	36.53912780	-121.88050840	F	NAD83	06	053				1963-01-31	2014-03-02	52	1953-10-16	1997-04-17	226	--	--	0
USGS	11147500	SALINAS R A PASO ROBLES CA	ST	35.62858130	-120.68433730	F	NAD83	06	079	 670.61			1938-02-10	2014-02-28	73	1963-02-06	1990-06-12	38	--	--	0
USGS	11148500	ESTRELLA R NR ESTRELLA CA	ST	35.71719096	-120.64016830	F	NAD83	06	079	 671.59			1955-02-27	2014	60	1990-06-11	1990-06-11	1	--	--	0
USGS	11148900	NACIMIENTO R BL SAPAQUE C NR BRYSON CA	ST	35.78857918	-121.09380480	F	NAD83	06	079	 800			1971-12-25	2014-02-28	43	1933-12-01	2014-07-29	643	--	--	0
USGS	11149400	NACIMIENTO R BL NACIMIENTO DAM NR BRADLEY CA	ST	35.76135678	-120.85545800	F	NAD83	06	079	 597.00			1958-04-07	2013-10-08	57	1962-10-02	1966-09-01	31	--	--	0
USGS	11149900	SAN ANTONIO R NR LOCKWOOD CA	ST	35.89663404	-121.08824910	F	NAD83	06	053	 795.00			1965-12-31	2014-03-03	49	1965-11-23	2014-07-29	1148	--	--	0
USGS	11150500	SALINAS R NR BRADLEY CA	ST	35.93024340	-120.86879150	S	NAD83	06	053	 442.69			1949-03-03	2013-10-02	66	1958-02-05	1990-06-21	88	--	--	0
USGS	11151300	SAN LORENZO C BL BITTERWATER C NR KING CITY CA	ST	36.26802087	-121.06630300	F	NAD83	06	053	 431.48			1959-02-18	2014-03-01	56	1977-08-11	1977-08-11	1	--	--	0
USGS	11151700	SALINAS R A SOLEDAD CA	ST	36.41107600	-121.31937380	F	NAD83	06	053				1969-02-25	2013-10-01	41	1971-10-28	1992-07-10	24	--	--	0
USGS	11151870	ARROYO SECO NR GREENFIELD CA	ST	36.23746164	-121.48160270	F	NAD83	06	053				1962-02-09	2014-03-01	53	1961-11-13	1983-12-29	119	--	--	0
USGS	11152000	ARROYO SECO NR SOLEDAD CA	ST	36.28052076	-121.32270630	F	NAD83	06	053	 339.20			1906-01-13	2014-03-01	109	--	--	0	--	--	0
USGS	11152050	ARROYO SECO BL RELIZ C NR SOLEDAD CA	ST	36.39968708	-121.32409620	S	NAD83	06	053	 167.93			1995-03-10	2014-03-01	20	--	--	0	--	--	0
USGS	11152300	SALINAS R NR CHUALAR CA	ST	36.55357267	-121.54938560	F	NAD83	06	053	 68.00			1976-10-01	2013-10-01	38	1966-12-07	2013-08-27	546	--	--	0
USGS	11152500	SALINAS R NR SPRECKELS CA	ST	36.63107100	-121.67244600	F	NAD83	06	053	 20.56			1862	2013-10-02	86	1951-10-30	1990-08-13	555	--	--	0
USGS	11152650	RECLAMATION DITCH NR SALINAS CA	ST-DCH	36.70495860	-121.70494750	F	NAD83	06	053	 16			2002-12-19	2014-02-28	12	--	--	0	--	--	0
USGS	11153000	PACHECO C NR DUNNEVILLE CA	ST	36.98000000	-121.38027780	S	NAD83	06	085	 233.46			1940-02-27	2013-10-02	51	--	--	0	--	--	0
USGS	11153650	LLAGAS C NR GILROY	ST	36.98744858	-121.52716220	S	NAD83	06	085	 160			2009-10-13	2014-02-28	5	--	--	0	--	--	0
USGS	11154700	CLEAR C NR IDRIA CA	ST	36.36079387	-120.76073150	S	NAD83	06	069	 2570			1994-02-19	2014-02-28	20	1993-11-30	2011-07-20	445	--	--	0
USGS	11156500	SAN BENITO R NR WILLOW CREEK SCHOOL CA	ST	36.60940609	-121.20297970	F	NAD83	06	069	 925.52			1938-02	2014-02-28	76	1960-10-05	1977-08-15	59	--	--	0
USGS	11157500	TRES PINOS C NR TRES PINOS CA	ST	36.76579177	-121.29965320	S	NAD83	06	069	 515			1938-02	2014-02-06	63	1977-08-15	1977-08-15	1	--	--	0
USGS	11158600	SAN BENITO R A HWY 156 NR HOLLISTER CA	ST	36.85189909	-121.42993680	F	NAD83	06	069				1970-12-22	2014	44	--	--	0	--	--	0
USGS	11159000	PAJARO R A CHITTENDEN CA	ST	36.90023070	-121.59772150	F	NAD83	06	087	 81.89			1938-02	2014-03-01	76	1952-02-19	1998-08-24	453	--	--	0
USGS	11159200	CORRALITOS C A FREEDOM CA	ST	36.93939680	-121.77050650	F	NAD83	06	087				1955-12-22	2014-02-28	59	1976-01-09	1981-04-29	24	--	--	0
USGS	11160000	SOQUEL C A SOQUEL CA	ST	36.99133890	-121.95579330	F	NAD83	06	087	 21.38			1937-02-13	2014-02-28	65	1952-10-21	1993-05-10	344	--	--	0
USGS	11160500	SAN LORENZO R A BIG TREES CA	ST	37.04439310	-122.07246400	F	NAD83	06	087	 227.00			1937-02-14	2014-03-01	78	1952-02-19	1993-05-04	457	--	--	0
USGS	11161000	SAN LORENZO R A SANTA CRUZ CA	ST	36.99078320	-122.03190760	F	NAD83	06	087				1952-12-07	2014-03-01	35	--	--	0	--	--	0
USGS	11162500	PESCADERO C NR PESCADERO CA	ST	37.26077707	-122.32886020	F	NAD83	06	081	 62.30			1952-03-14	2014-03-01	63	1966-06-29	1993-05-11	235	--	--	0
USGS	11162570	SAN GREGORIO C A SAN GREGORIO CA	ST	37.32577620	-122.38664040	S	NAD83	06	081	 11.40			1955-12-22	2014-02-10	39	1967-05-10	1993-04-28	142	--	--	0
USGS	11162618	PILARCITOS LK NR HILLSBOROUGH CA	LK	37.54882698	-122.42219610	S	NAD83	06	081	 700			--	--	0	--	--	0	--	--	0
USGS	11162620	PILARCITOS C BL STONE DAM NR HILLSBOROUGH CA	ST	37.52466087	-122.39941770	S	NAD83	06	081	 500			1998-02-07	2014-02-09	17	--	--	0	--	--	0
USGS	11162630	PILARCITOS C A HALF MOON BAY CA	ST	37.46660747	-122.43414200	F	NAD83	06	081				1967-01-21	2014-02-09	48	1990-06-13	1990-06-13	1	--	--	0
USGS	11162750	LOWER CRYSTAL SPRINGS RES NR SAN MATEO CA	LK	37.51527778	-122.35583330	U	NAD83	06	081	 0.00			--	--	0	--	--	0	--	--	0
USGS	11162753	SAN MATEO C BL LO CRYSTAL SP RES NR SAN MATEO CA	ST	37.52944444	-122.35833330	S	NAD83	06	081	 160			2009-02-15	2014-03-29	6	2014-01-09	2014-01-09	1	--	--	0
USGS	11162765	SF BAY A SAN MATEO BRIDGE NR FOSTER CITY CA	ES	37.58437876	-122.25080050	F	NAD83	06	081				--	--	0	1990-06-19	2002-09-17	76	--	--	0
USGS	11164500	SAN FRANCISQUITO C A STANFORD UNIVERSITY CA	ST	37.42327257	-122.18940950	F	NAD83	06	085	 115.75			1931	2014-04-01	75	1958-01-10	1958-12-19	2	--	--	0
USGS	11166000	MATADERO C A PALO ALTO CA	ST	37.42160620	-122.13551930	F	NAD83	06	085	 22.07			1952-12-06	2014-02-28	61	1970-11-28	1970-12-02	6	--	--	0
